Applicant_ID,Age,Education_Level,Employment_Duration_Years,Annual_Income,Owns_Home,Savings_Balance,Checking_Balance,Existing_Loans_Count,Credit_Card_Utilization,Loan_Amount,Loan_Duration_Months,Debt_to_Income_Ratio,Payment_History_Delay,Credit_Score,Credit_Status
ID_1245,24,Master,0.6,23688.5,0,3742.39,1632.29,0,0.641,47900.51,36,0.708,2,382,0
ID_1246,34,Master,1.4,68969.83,0,15576.38,3223.59,2,0.298,8991.73,36,0.046,0,619,1
ID_1247,33,Bachelor,11.2,63410.28,1,7992.9,6874.96,0,0.031,8608.44,36,0.048,0,742,1
ID_1248,31,High School,6.3,32027.14,0,0.0,0.0,0,0.388,69788.84,12,2.288,10,300,0
ID_1249,60,Bachelor,5.1,34162.72,1,0.0,0.0,0,0.178,26027.38,24,0.4,4,466,0
ID_1250,43,Bachelor,5.4,53511.46,1,6504.91,3808.45,0,0.183,20402.2,60,0.08,0,706,1
ID_1251,23,Bachelor,2.7,64529.25,0,14365.75,3146.65,0,0.071,4242.71,60,0.014,3,540,0
ID_1252,50,High School,0.2,15751.15,1,0.0,1927.76,1,0.524,32967.31,36,0.733,6,300,0
ID_1253,64,High School,7.7,91725.96,0,20870.76,3726.52,0,0.404,39278.64,24,0.225,0,672,1
ID_1254,51,Bachelor,5.7,42308.83,0,3922.26,2898.7,1,0.132,18678.79,12,0.464,3,483,0
ID_1255,20,Bachelor,2.0,27837.14,0,3881.13,1147.08,4,0.268,1000.0,60,0.008,0,552,1
ID_1256,33,High School,11.5,86728.11,1,4193.43,1747.45,2,0.436,54279.13,60,0.131,0,633,0
ID_1257,54,Bachelor,2.0,53540.36,0,12664.8,1831.07,1,0.237,19798.4,36,0.129,1,606,1
ID_1258,30,Master,1.7,99516.91,1,8785.43,2968.73,3,0.267,19397.46,36,0.068,1,590,0
ID_1259,44,Bachelor,10.3,67438.82,1,15920.39,2510.04,4,0.337,24363.55,60,0.076,1,603,0
ID_1260,48,High School,8.0,54135.35,0,10767.12,6081.96,1,0.218,10507.55,24,0.102,0,669,1
ID_1261,27,High School,3.6,50193.21,0,6758.95,4646.15,0,0.302,47929.25,36,0.334,3,464,0
ID_1262,38,High School,0.7,68965.14,1,13347.8,7132.46,2,0.406,38076.14,60,0.116,0,635,0
ID_1263,18,Master,0.0,44056.77,0,6303.48,2240.64,2,0.22,33780.78,60,0.161,0,576,0
ID_1264,26,Bachelor,5.3,35373.34,0,11619.31,0.0,0,0.194,66606.07,24,0.989,2,441,0
ID_1265,35,Bachelor,2.4,73493.67,0,7961.98,0.0,3,0.297,12446.88,60,0.036,0,593,0
ID_1266,24,Bachelor,6.0,50400.49,0,3274.88,0.0,0,0.382,47981.77,24,0.5,1,506,0
ID_1267,58,Bachelor,15.0,55093.32,0,8522.68,4346.82,0,0.478,1000.0,24,0.01,0,681,0
ID_1268,21,Master,3.0,93404.04,0,20522.71,7387.4,0,0.588,36587.71,12,0.411,1,517,0
ID_1269,33,Bachelor,2.4,51177.83,1,11340.08,4019.83,0,0.472,65650.04,24,0.673,0,578,0
ID_1270,40,High School,7.8,54585.14,0,0.0,4877.43,1,0.391,6104.04,48,0.029,2,518,0
ID_1271,56,High School,2.2,40141.87,1,11940.78,4082.17,1,0.296,54591.98,24,0.714,2,519,0
ID_1272,21,Bachelor,0.9,67196.06,1,7397.17,6509.98,0,0.379,1000.0,60,0.003,1,610,1
ID_1273,52,Master,0.2,64531.84,0,10769.21,6854.49,0,0.399,62406.99,60,0.203,0,633,0
ID_1274,39,High School,2.4,84998.39,0,17390.57,4347.9,1,0.267,16709.62,24,0.103,0,646,1
ID_1275,27,Master,9.0,40555.86,1,0.0,789.66,0,0.237,11669.86,36,0.101,0,649,1
ID_1276,44,Bachelor,1.4,43091.95,0,6129.5,620.32,3,0.488,15360.26,48,0.094,2,469,0
ID_1277,41,High School,1.2,80504.53,0,13712.18,2818.82,1,0.365,25573.71,36,0.111,1,579,0
ID_1278,31,High School,13.0,61457.83,1,15623.44,2654.78,1,0.344,22263.53,24,0.19,1,623,1
ID_1279,39,High School,0.1,34437.14,1,6482.89,2163.2,0,0.407,24057.72,36,0.245,2,536,0
ID_1280,34,Bachelor,7.7,104117.68,1,14115.37,1141.79,3,0.101,30690.42,36,0.103,2,588,0
ID_1281,40,High School,1.9,23173.73,0,6525.16,2929.44,0,0.198,29312.81,36,0.443,2,511,0
ID_1282,46,Bachelor,0.2,80189.06,0,19483.51,2926.09,0,0.144,25111.9,60,0.066,0,686,0
ID_1283,58,Bachelor,12.5,28778.79,0,5780.69,2996.36,2,0.453,17039.12,12,0.622,2,471,0
ID_1284,24,Bachelor,0.8,139092.47,0,14543.88,3353.33,1,0.407,32710.55,36,0.082,1,564,0
ID_1285,64,High School,4.0,25026.74,1,4045.78,3903.96,0,0.39,31764.48,60,0.267,3,525,0
ID_1286,18,Bachelor,0.0,96386.88,1,26629.47,7904.71,1,0.186,30918.84,60,0.067,1,632,0
ID_1287,37,Bachelor,0.3,52009.56,1,13668.12,2507.97,1,0.298,24969.33,24,0.252,1,594,0
ID_1288,46,Bachelor,0.3,45102.76,1,12432.93,4810.33,1,0.39,12528.04,36,0.097,1,610,0
ID_1289,42,Master,0.6,59438.55,1,0.0,2328.56,1,0.298,26331.07,12,0.465,0,587,1
ID_1290,31,High School,0.4,74306.24,0,4375.72,7968.61,4,0.037,20003.57,36,0.094,0,608,0
ID_1291,36,Master,7.1,34468.45,1,10791.71,3773.68,4,0.489,1000.0,36,0.01,0,604,1
ID_1292,33,Bachelor,3.3,36029.96,0,7368.13,3052.0,4,0.195,42987.47,36,0.418,0,546,0
ID_1293,31,Bachelor,2.1,74966.94,0,13646.23,1420.7,1,0.444,29676.98,36,0.139,0,595,0
ID_1294,49,Bachelor,2.7,23070.93,0,5357.03,1950.18,0,0.148,24635.47,12,1.121,3,401,0
ID_1295,43,Bachelor,13.2,40452.57,1,0.0,4285.22,1,0.289,34445.83,60,0.179,2,563,1
ID_1296,30,High School,12.0,247791.63,0,58794.67,17387.55,1,0.191,11412.2,36,0.016,0,720,1
ID_1297,49,Bachelor,6.3,33389.39,0,5086.93,1348.08,0,0.196,49469.6,24,0.778,0,581,0
ID_1298,42,Bachelor,10.8,96172.76,1,0.0,5293.7,1,0.146,46720.82,36,0.17,1,636,1
ID_1299,48,Bachelor,1.9,40417.76,0,7878.7,2300.92,1,0.171,4081.83,36,0.035,0,656,1
ID_1300,46,High School,2.4,69879.15,0,16320.57,2439.38,2,0.111,13617.15,12,0.205,2,555,0
ID_1301,29,Master,4.8,75145.22,0,17147.51,0.0,0,0.562,37151.74,48,0.13,0,595,0
ID_1302,32,Bachelor,4.9,95270.77,1,3953.61,4936.17,1,0.374,29440.64,48,0.081,1,606,1
ID_1303,47,High School,3.3,49014.58,0,7473.05,3698.25,1,0.319,24682.58,36,0.176,1,578,0
ID_1304,46,Bachelor,2.6,146450.43,1,9624.33,15291.73,0,0.214,32914.7,24,0.118,1,674,1
ID_1305,38,Bachelor,20.0,40349.4,0,5748.49,3034.32,0,0.327,1000.0,60,0.005,1,637,1
ID_1306,40,Bachelor,8.6,60907.42,0,12974.87,3415.27,0,0.138,8407.73,48,0.036,0,696,1
ID_1307,54,Bachelor,2.9,61245.06,0,8647.76,0.0,0,0.225,14164.61,24,0.121,0,661,0
ID_1308,31,Master,6.5,30915.59,1,4648.5,2645.37,0,0.036,38731.38,48,0.329,1,629,1
ID_1309,45,High School,1.6,46960.58,0,4832.09,2991.66,2,0.466,1000.0,24,0.011,0,593,0
ID_1310,36,Bachelor,0.5,58732.98,0,0.0,1462.55,0,0.117,28259.68,24,0.253,1,565,1
ID_1311,36,Master,2.2,43649.17,1,11864.33,4426.63,2,0.436,18219.43,36,0.146,2,529,0
ID_1312,52,Master,2.6,183590.31,1,20167.61,14974.17,2,0.436,36721.87,48,0.053,0,683,0
ID_1313,48,Bachelor,0.1,35620.91,0,0.0,2710.56,1,0.125,39546.27,60,0.233,0,606,1
ID_1314,48,Master,8.4,97705.41,0,0.0,9955.93,0,0.153,55566.16,60,0.119,2,581,1
ID_1315,54,High School,2.2,83135.73,1,4231.22,3138.09,1,0.223,3873.02,36,0.016,0,698,1
ID_1316,39,Master,4.3,53802.16,1,12133.34,1590.14,0,0.226,10213.17,48,0.05,0,698,1
ID_1317,47,High School,0.4,35150.55,0,5772.62,4282.96,0,0.425,25877.35,36,0.258,1,554,0
ID_1318,35,High School,1.0,36896.51,0,3600.74,1167.2,1,0.184,50381.56,12,1.434,3,321,0
ID_1319,42,High School,11.0,41815.25,1,9209.6,0.0,0,0.426,32870.31,24,0.413,2,543,0
ID_1320,37,Bachelor,4.7,22184.06,0,0.0,1171.4,1,0.088,26898.45,60,0.255,2,508,0
ID_1321,40,High School,15.0,32802.74,1,11525.97,3510.81,1,0.166,47039.58,36,0.502,1,618,1
ID_1322,46,High School,28.0,25816.31,1,0.0,922.18,2,0.179,17848.15,48,0.181,1,638,0
ID_1323,29,High School,2.3,106184.93,0,0.0,5275.92,0,0.33,46051.63,24,0.228,1,546,0
ID_1324,64,High School,1.8,73808.65,1,13023.94,2592.13,0,0.211,56231.03,36,0.267,0,706,1
ID_1325,26,Bachelor,8.0,80256.82,0,13554.42,6876.01,1,0.38,22244.48,24,0.146,1,576,0
ID_1326,24,Bachelor,6.0,72723.22,1,15524.8,4557.54,2,0.046,1000.0,60,0.003,1,654,0
ID_1327,52,High School,5.0,58893.37,0,6080.8,2450.08,2,0.592,27621.71,24,0.246,1,522,0
ID_1328,48,Bachelor,7.9,112458.57,1,24706.24,8646.68,1,0.433,54597.05,48,0.127,0,690,1
ID_1329,46,Master,7.6,39919.44,0,11917.41,4898.53,1,0.203,33884.09,24,0.446,1,577,0
ID_1330,46,Bachelor,2.2,57144.29,0,0.0,3571.68,1,0.255,1000.0,60,0.004,1,579,0
ID_1331,38,High School,4.3,78710.31,0,16045.49,3851.4,0,0.695,47864.85,36,0.213,0,585,0
ID_1332,28,Bachelor,9.0,27984.2,0,6054.23,3253.98,1,0.08,39317.14,36,0.492,2,513,0
ID_1333,39,High School,5.8,250000.0,1,8777.24,25076.11,1,0.532,42993.04,36,0.06,2,583,0
ID_1334,30,High School,0.1,54955.71,0,5507.59,875.65,0,0.32,45392.96,36,0.289,1,543,0
ID_1335,50,High School,2.1,58162.42,0,0.0,2839.21,2,0.301,15234.33,12,0.275,1,528,0
ID_1336,37,Master,0.8,101563.45,0,28357.33,3424.7,2,0.246,44053.99,60,0.091,2,547,0
ID_1337,29,High School,1.3,85603.18,0,9094.22,7175.68,0,0.085,13380.34,48,0.041,0,676,1
ID_1338,35,High School,11.8,55217.71,0,13685.19,4664.79,4,0.473,3730.56,36,0.024,2,500,0
ID_1339,43,High School,0.2,57818.54,0,4958.91,1739.31,0,0.389,10079.62,60,0.037,0,626,0
ID_1340,32,Master,1.2,25538.07,0,4848.52,2089.33,0,0.218,37470.06,60,0.308,1,554,1
ID_1341,29,Bachelor,1.9,41018.03,0,2740.53,4484.41,3,0.18,17635.33,24,0.226,3,436,1
ID_1342,41,High School,4.8,70165.02,1,16586.43,5621.08,0,0.286,51560.45,60,0.154,1,649,1
ID_1343,41,Bachelor,3.8,67639.43,1,5588.98,7263.72,2,0.463,45060.35,12,0.699,4,378,0
ID_1344,32,Bachelor,1.2,99766.02,0,24448.62,8832.68,0,0.127,37131.19,36,0.13,0,678,1
ID_1345,33,Bachelor,0.9,51008.6,0,14788.09,4104.08,2,0.156,49841.0,24,0.513,1,534,0
ID_1346,41,High School,1.4,27074.75,0,8115.09,1171.66,2,0.472,3849.01,60,0.03,0,580,0
ID_1347,21,Master,3.0,91891.63,0,7334.88,7100.15,1,0.113,42217.72,12,0.482,2,507,0
ID_1348,22,High School,1.6,111084.3,1,7360.82,6166.71,1,0.326,35335.86,24,0.167,0,638,0
ID_1349,30,Bachelor,12.0,84890.91,0,18648.96,4642.69,3,0.125,2078.42,36,0.009,0,663,1
ID_1350,36,High School,3.1,49920.31,0,3334.58,2985.56,1,0.38,12038.48,36,0.084,2,512,0
ID_1351,42,Bachelor,0.3,91326.2,1,4426.28,8906.68,1,0.075,22142.71,36,0.085,1,655,1
ID_1352,56,Bachelor,6.5,250000.0,1,0.0,4762.09,1,0.549,21627.38,48,0.023,0,657,0
ID_1353,49,Bachelor,2.0,57387.18,0,5869.85,2941.19,0,0.066,24260.29,12,0.444,0,642,0
ID_1354,37,High School,5.3,28117.06,0,4541.91,2206.5,3,0.15,13850.49,36,0.172,0,598,0
ID_1355,38,Bachelor,1.6,40411.01,0,7579.07,0.0,0,0.118,51624.5,36,0.447,2,519,0
ID_1356,26,High School,4.2,74067.94,0,8592.76,8659.22,0,0.262,2780.97,24,0.02,0,654,1
ID_1357,38,Bachelor,7.4,24284.6,0,1823.9,2484.91,1,0.7,3310.23,36,0.048,4,377,0
ID_1358,35,Master,13.2,58965.13,1,9760.53,1601.1,0,0.316,8034.81,36,0.048,0,701,1
ID_1359,42,Bachelor,1.5,65523.77,0,9818.38,3882.75,0,0.28,13562.82,36,0.072,1,608,1
ID_1360,29,Bachelor,2.0,116723.23,1,26601.78,12296.62,0,0.345,12158.61,24,0.055,1,648,0
ID_1361,45,Bachelor,3.1,104307.38,1,0.0,7354.15,2,0.297,55234.61,36,0.185,1,584,0
ID_1362,57,Bachelor,13.1,83474.16,0,15931.53,7783.9,1,0.148,13146.19,24,0.083,1,672,0
ID_1363,37,Master,11.6,18373.42,0,2284.82,2430.84,0,0.151,22811.63,48,0.326,0,629,0
ID_1364,43,High School,0.5,85864.57,0,13427.06,2274.53,1,0.287,2278.85,36,0.009,3,513,0
ID_1365,47,Bachelor,0.7,77092.15,0,0.0,4714.1,1,0.141,16554.49,24,0.113,0,631,0
ID_1366,34,Bachelor,3.4,61572.6,0,5596.51,5427.07,1,0.558,35824.67,36,0.204,0,571,0
ID_1367,41,Bachelor,0.6,22808.51,1,7561.73,4029.55,0,0.128,37248.59,60,0.343,2,570,1
ID_1368,39,High School,2.1,36739.69,1,4087.86,3194.05,0,0.062,42714.91,60,0.244,1,635,0
ID_1369,40,Bachelor,0.8,30229.96,0,7502.28,3330.49,1,0.08,7042.51,60,0.049,1,609,0
ID_1370,29,Master,5.1,19781.37,0,9671.43,2942.53,0,0.148,12879.25,60,0.137,2,553,0
ID_1371,39,Master,14.9,54097.46,0,9401.88,5337.01,0,0.198,39717.21,24,0.385,1,612,0
ID_1372,44,Bachelor,26.0,36355.07,1,5176.04,959.91,0,0.199,24564.85,48,0.177,4,551,0
ID_1373,56,Bachelor,2.4,201320.37,1,15565.38,19596.02,0,0.097,23911.79,36,0.042,0,769,1
ID_1374,50,Master,4.6,49792.22,0,14645.58,2859.61,1,0.27,35622.14,12,0.751,1,531,0
ID_1375,64,High School,9.7,103453.4,0,18415.83,11364.87,1,0.282,42939.62,48,0.109,0,701,1
ID_1376,29,High School,0.6,24722.04,0,8024.57,2066.61,0,0.061,12424.68,24,0.264,1,583,0
ID_1377,49,Bachelor,5.8,41562.57,0,9262.68,2698.57,0,0.082,23133.37,60,0.117,1,644,0
ID_1378,41,Master,2.6,56865.77,0,0.0,1770.59,0,0.549,22842.49,60,0.084,0,577,1
ID_1379,65,Master,1.2,34403.82,1,0.0,2916.35,1,0.171,7562.51,48,0.058,0,678,1
ID_1380,29,Bachelor,2.6,43866.21,1,6211.3,1438.81,1,0.501,30394.3,36,0.243,1,547,0
ID_1381,28,High School,0.4,48582.79,1,7962.39,3343.0,0,0.391,15295.97,36,0.11,2,551,0
ID_1382,31,Bachelor,5.9,48196.71,0,8318.19,3704.27,0,0.197,24906.42,48,0.136,0,650,1
ID_1383,18,High School,0.0,136975.76,1,0.0,6425.96,0,0.255,36690.55,60,0.056,0,643,1
ID_1384,32,High School,1.9,65454.67,1,16030.55,1989.71,0,0.077,29834.56,12,0.479,0,662,1
ID_1385,29,Bachelor,0.6,68854.8,0,7078.61,8612.41,2,0.323,9033.72,36,0.046,0,604,1
ID_1386,40,High School,10.0,70956.86,0,13402.29,3242.0,1,0.782,28667.7,36,0.141,2,488,0
ID_1387,43,Master,3.4,73593.59,0,8057.26,6859.04,1,0.334,27497.61,24,0.196,1,579,0
ID_1388,61,Bachelor,4.2,51977.0,1,7937.66,2032.27,0,0.312,14897.88,60,0.06,0,706,0
ID_1389,50,Bachelor,4.2,46148.83,1,5785.71,5524.69,0,0.063,9463.3,36,0.072,0,729,1
ID_1390,32,High School,2.6,58888.91,1,16660.36,1646.11,0,0.16,27771.7,36,0.165,0,687,1
ID_1391,28,High School,1.1,96606.56,0,11624.38,6859.79,1,0.046,1000.0,36,0.004,1,629,1
ID_1392,44,High School,6.8,95141.36,0,0.0,6474.68,1,0.405,5776.85,48,0.016,1,574,0
ID_1393,23,PhD,0.7,48040.55,1,9582.07,4822.84,1,0.229,1900.03,36,0.014,0,660,1
ID_1394,60,Master,0.5,79532.57,0,8575.86,2963.2,0,0.43,3184.21,48,0.011,1,612,1
ID_1395,53,Bachelor,6.2,49153.71,0,5396.6,1473.33,1,0.269,16380.25,60,0.07,1,605,0
ID_1396,33,High School,1.2,55101.67,0,5080.6,5681.47,2,0.202,44116.23,36,0.28,1,546,0
ID_1397,18,Master,0.0,42754.87,0,4341.21,2520.39,1,0.409,36130.02,36,0.296,3,408,0
ID_1398,55,High School,3.2,49472.76,1,7059.97,0.0,0,0.491,45216.85,48,0.24,2,549,0
ID_1399,37,High School,3.0,105943.9,0,15339.94,6351.23,0,0.167,14005.77,36,0.046,1,641,0
ID_1400,53,Bachelor,6.2,56738.63,0,0.0,1089.49,1,0.407,1000.0,60,0.004,0,614,0
ID_1401,19,Master,1.0,57967.7,0,14474.01,2404.04,0,0.172,14247.56,12,0.258,2,529,0
ID_1402,31,High School,5.2,26275.47,0,1082.02,1831.28,1,0.161,45297.65,24,0.905,2,426,0
ID_1403,39,High School,6.3,46415.0,1,11951.71,1691.31,3,0.394,17915.86,60,0.081,1,583,1
ID_1404,39,Master,1.7,48018.54,0,11905.09,3922.08,0,0.122,24607.15,24,0.269,1,604,1
ID_1405,33,High School,1.9,35790.16,0,2045.5,1889.21,0,0.128,21136.14,36,0.207,1,578,1
ID_1406,46,High School,2.9,54766.43,0,15395.0,0.0,1,0.053,37553.07,36,0.24,0,653,0
ID_1407,26,Bachelor,1.8,43713.35,0,4601.18,4980.29,0,0.151,39946.86,36,0.32,1,567,1
ID_1408,37,Master,19.0,56387.23,0,0.0,1782.05,0,0.307,1000.0,60,0.004,1,614,1
ID_1409,40,Bachelor,8.4,57569.69,0,0.0,6080.98,0,0.374,1000.0,48,0.005,1,587,1
ID_1410,45,PhD,0.9,33594.67,0,8977.24,3230.27,0,0.214,36787.58,60,0.23,1,591,0
ID_1411,47,Bachelor,0.0,44384.66,0,0.0,3274.58,2,0.306,21172.08,60,0.1,0,582,1
ID_1412,25,High School,0.2,56313.36,0,3983.18,6265.87,1,0.199,36799.42,60,0.137,1,565,1
ID_1413,20,PhD,1.4,97943.86,0,5045.95,4440.83,0,0.482,19950.43,60,0.043,0,599,0
ID_1414,54,Bachelor,0.6,61596.45,0,14160.0,6026.56,2,0.648,34374.92,36,0.195,0,572,0
ID_1415,42,High School,3.8,38911.01,0,4386.84,0.0,1,0.181,22564.87,36,0.203,0,617,0
ID_1416,30,Bachelor,9.8,66138.24,1,7400.68,2364.25,0,0.312,12048.42,48,0.048,1,642,0
ID_1417,57,High School,6.7,127232.89,0,18412.04,11071.89,0,0.468,17861.36,60,0.029,0,684,1
ID_1418,40,High School,1.2,85678.16,1,0.0,4925.39,1,0.407,21967.71,60,0.054,1,582,0
ID_1419,53,High School,2.5,71236.69,0,8145.61,2132.32,0,0.174,36002.28,36,0.177,0,669,1
ID_1420,39,Bachelor,3.5,77869.93,0,9855.21,3486.9,0,0.452,21910.84,48,0.074,1,586,0
ID_1421,63,Master,8.3,111299.16,0,26206.99,8110.54,0,0.107,5705.97,24,0.027,0,750,0
ID_1422,60,Bachelor,9.1,92763.95,0,5414.69,8720.37,0,0.22,54964.63,24,0.311,0,677,1
ID_1423,36,PhD,12.0,71925.07,0,11985.15,4058.25,1,0.509,30604.41,36,0.149,1,573,0
ID_1424,50,High School,3.6,92440.56,0,26800.95,5106.65,0,0.121,49498.22,24,0.281,0,686,1
ID_1425,46,High School,5.9,31545.13,1,10692.63,1177.48,1,0.157,5334.86,36,0.059,1,651,0
ID_1426,55,High School,0.6,25562.13,0,0.0,2047.73,0,0.361,20435.24,36,0.28,3,449,0
ID_1427,27,High School,4.2,58603.48,0,0.0,6181.28,1,0.369,28435.67,60,0.102,3,445,0
ID_1428,47,High School,1.4,56069.11,1,0.0,5042.54,0,0.383,36842.74,60,0.138,2,549,0
ID_1429,51,Bachelor,2.8,41276.35,0,12410.72,2945.36,1,0.026,1000.0,24,0.013,0,693,1
ID_1430,18,Master,0.0,81873.15,0,0.0,8230.47,0,0.207,1000.0,24,0.006,1,571,0
ID_1431,24,PhD,1.5,21344.9,0,5321.59,2431.38,0,0.242,13095.61,24,0.322,2,495,0
ID_1432,18,High School,0.0,41465.37,0,8069.62,2622.49,0,0.375,34842.83,36,0.294,3,435,0
ID_1433,35,Master,0.1,42511.17,0,12651.92,2604.18,1,0.02,12888.88,48,0.08,0,660,1
ID_1434,47,High School,0.1,23905.15,1,1659.07,1947.17,0,0.17,22714.68,36,0.333,4,462,0
ID_1435,57,High School,0.0,114389.61,0,10278.16,6017.33,1,0.755,25933.33,60,0.048,2,505,0
ID_1436,39,Master,0.6,27457.63,0,0.0,2291.82,0,0.476,10090.11,36,0.129,2,477,0
ID_1437,58,Bachelor,1.4,40369.51,0,5574.53,1907.87,3,0.146,51355.66,36,0.445,2,497,0
ID_1438,22,High School,1.3,85305.13,0,0.0,9205.64,0,0.29,10688.83,48,0.033,1,564,0
ID_1439,18,Bachelor,0.0,74833.63,1,17753.46,6216.63,0,0.149,1000.0,60,0.003,0,695,1
ID_1440,38,High School,1.8,31129.55,1,3670.97,0.0,0,0.556,7317.71,36,0.082,0,611,1
ID_1441,43,Bachelor,0.7,76209.74,1,5918.21,1296.04,0,0.228,9995.92,24,0.069,0,687,1
ID_1442,38,Bachelor,3.9,62623.27,0,11725.45,1090.4,2,0.112,28125.69,24,0.236,2,536,1
ID_1443,18,PhD,0.0,173949.06,0,37228.67,12465.22,0,0.218,29050.55,36,0.058,1,624,1
ID_1444,37,High School,5.7,66301.66,1,13231.43,6171.87,1,0.366,35562.21,36,0.188,1,612,0
ID_1445,23,Bachelor,1.8,50482.35,1,7834.85,6131.24,0,0.396,58829.94,24,0.612,0,581,0
ID_1446,47,Bachelor,4.1,35303.91,0,7411.89,3695.46,2,0.217,25510.69,48,0.19,1,575,0
ID_1447,43,Bachelor,6.3,37342.16,0,1855.46,2617.3,2,0.402,40201.08,24,0.565,3,398,0
ID_1448,27,High School,6.5,35850.6,1,0.0,1976.77,4,0.186,16989.82,48,0.124,1,544,0
ID_1449,32,Bachelor,5.5,107532.61,1,28334.12,11084.8,0,0.646,30212.02,60,0.059,1,614,0
ID_1450,26,Master,8.0,54665.33,1,5466.87,1449.99,1,0.338,18724.76,60,0.072,0,648,0
ID_1451,38,Master,10.2,71870.67,0,0.0,6049.77,0,0.251,22312.46,24,0.163,1,591,0
ID_1452,50,Master,4.3,115511.32,1,14295.1,6470.85,0,0.086,27994.29,36,0.085,0,748,1
ID_1453,27,Master,2.8,16660.03,0,3181.0,1965.95,1,0.491,42710.17,36,0.897,4,300,0
ID_1454,45,Bachelor,5.1,102686.6,0,15176.12,5876.48,0,0.772,24030.98,60,0.049,3,474,0
ID_1455,32,Master,8.5,55697.94,0,11250.48,6790.43,1,0.079,23981.29,36,0.151,0,667,1
ID_1456,29,High School,0.0,67340.98,1,19211.43,7305.61,3,0.134,30642.97,36,0.159,1,603,0
ID_1457,37,Bachelor,19.0,35803.41,0,6942.33,4376.34,2,0.242,40814.65,36,0.399,3,482,0
ID_1458,26,High School,1.0,37139.55,0,5402.53,1733.72,0,0.213,1000.0,12,0.028,0,631,1
ID_1459,32,Bachelor,3.2,69176.95,0,3575.61,2854.96,1,0.265,29390.4,36,0.149,0,612,0
ID_1460,24,High School,6.0,178491.97,1,40155.18,17848.6,0,0.324,1040.37,48,0.002,3,585,0
ID_1461,62,PhD,1.3,89469.82,0,6499.14,3289.25,1,0.634,48565.79,48,0.142,1,554,1
ID_1462,39,High School,3.2,102003.4,0,0.0,6464.87,1,0.079,31097.43,60,0.064,2,558,1
ID_1463,30,High School,0.7,49217.25,1,7702.74,3119.34,1,0.552,47078.55,36,0.335,3,442,0
ID_1464,41,Bachelor,2.5,40130.74,0,4974.75,3077.96,2,0.149,1000.0,48,0.007,0,637,1
ID_1465,37,High School,1.0,36665.72,0,5264.94,2539.36,0,0.502,21960.15,36,0.21,1,535,0
ID_1466,36,High School,2.3,42440.7,0,15422.15,4554.86,2,0.217,40666.43,36,0.335,3,462,0
ID_1467,46,High School,2.3,19411.26,1,2135.05,3370.1,1,0.324,50274.46,36,0.906,2,452,0
ID_1468,48,Bachelor,24.9,37704.71,1,4090.19,2165.7,0,0.192,31308.0,24,0.436,2,614,0
ID_1469,32,Bachelor,14.0,40938.39,0,5001.19,1916.38,0,0.093,17302.69,36,0.148,0,675,1
ID_1470,32,Bachelor,0.6,49628.52,0,7705.95,3762.34,1,0.289,20141.36,60,0.085,2,525,0
ID_1471,35,Bachelor,6.5,57865.41,0,5068.88,3804.05,0,0.27,6241.42,12,0.113,2,555,0
ID_1472,18,Bachelor,0.0,64940.41,0,0.0,6994.82,0,0.362,51330.04,36,0.277,2,466,0
ID_1473,20,High School,0.2,53773.57,0,5104.41,1282.7,1,0.361,36723.4,24,0.359,1,502,0
ID_1474,55,High School,0.6,40508.96,0,5668.72,0.0,0,0.407,21772.79,48,0.141,5,392,0
ID_1475,58,Bachelor,16.8,20298.87,1,2700.96,3077.64,2,0.572,34790.85,24,0.9,1,499,0
ID_1476,36,High School,14.1,40633.4,0,7956.38,4514.49,2,0.249,23011.84,24,0.297,0,618,1
ID_1477,45,High School,1.1,33315.39,0,6181.19,0.0,1,0.116,19575.81,12,0.617,2,486,0
ID_1478,42,Bachelor,0.9,68393.52,1,5751.49,2455.85,0,0.409,11402.52,36,0.058,0,662,1
ID_1479,75,Bachelor,1.4,85360.92,1,10121.46,3477.79,1,0.396,11717.47,36,0.048,0,702,1
ID_1480,52,High School,3.6,86619.96,1,7205.62,3802.27,1,0.482,31852.29,24,0.193,2,556,1
ID_1481,37,High School,4.2,79100.65,1,7894.44,2698.97,2,0.285,43855.68,12,0.582,1,550,0
ID_1482,27,Master,1.3,50677.49,0,11491.79,5004.75,0,0.207,18944.75,60,0.079,0,645,1
ID_1483,19,Master,1.0,41731.95,0,8060.24,1860.68,1,0.368,10728.93,60,0.054,1,542,0
ID_1484,41,Bachelor,1.9,37288.81,1,9761.7,2170.72,1,0.129,42144.21,36,0.396,0,647,1
ID_1485,29,Bachelor,11.0,25495.33,1,3419.16,2510.06,0,0.108,26422.69,60,0.218,0,680,1
ID_1486,21,Bachelor,3.0,88958.64,1,7848.07,1617.95,0,0.271,1000.0,60,0.002,1,629,0
ID_1487,31,PhD,2.9,49644.58,0,0.0,4775.95,1,0.573,12305.2,36,0.087,2,460,0
ID_1488,26,PhD,7.8,29051.63,1,7612.05,2824.34,0,0.415,33434.21,36,0.403,1,565,0
ID_1489,59,High School,8.5,35837.65,0,6252.59,544.88,4,0.444,10784.8,36,0.105,0,583,0
ID_1490,49,Master,1.7,35119.55,0,7699.01,5066.72,2,0.089,25921.39,48,0.194,1,592,0
ID_1491,38,High School,2.1,55354.45,0,0.0,3473.97,1,0.354,2603.62,60,0.01,0,598,1
